Date,Weighted_Average_Score
2011-03-10,3.37901062
2011-03-11,3.1377160500000003
2011-03-14,2.3723426400000003
2011-03-15,2.07982267
2011-03-16,2.13918637
2011-03-18,2.9813615600000003
2011-03-21,3.21181421
2011-03-22,2.5897000199999995
2011-03-23,2.3175913200000005
2011-03-24,3.79678454
2011-03-25,3.02302973
2011-03-28,1.6061722900000002
2011-03-29,2.06011667
2011-03-30,2.2172143600000003
2011-04-01,3.53266188
2011-04-04,3.61002272
2011-04-05,2.22105635
2011-04-06,2.95468057
2011-04-07,2.95740327
2011-04-08,3.10379631
2011-04-12,2.1945257700000003
2011-04-13,2.7697341300000002
2011-04-14,3.4584161
2011-04-15,2.9085154199999996
2011-04-18,3.09445871
2011-04-19,4.24764529
2011-04-20,2.6262534499999997
2011-04-21,2.4349082
2011-04-25,3.02673858
2011-04-26,2.8848224599999996
2011-04-27,2.6797488499999997
2011-04-29,1.8271419900000003
2011-05-02,2.70537868
2011-05-03,3.51013634
2011-05-05,3.98448634
2011-05-06,3.63372316
2011-05-09,2.27774214
2011-05-10,2.08626912
2011-05-11,2.77998718
2011-05-12,3.69274124
2011-05-13,2.03368511
2011-05-16,3.62735157
2011-05-17,2.4675417700000004
2011-05-19,2.5488661200000005
2011-05-20,1.91956377
2011-05-24,1.6208250400000002
2011-05-25,1.43438983
2011-05-26,2.4506746799999997
2011-05-27,2.9640474199999995
2011-05-31,2.65861423
2011-06-02,2.87205557
2011-06-03,2.10264783
2011-06-06,2.76524976
2011-06-07,3.0223647700000003
2011-06-08,2.8229036499999998
2011-06-09,1.65523666
2011-06-10,1.96777406
2011-06-13,3.0743065200000004
2011-06-14,2.3702782100000004
2011-06-15,2.3702782100000004
2011-06-16,2.4573460999999996
2011-06-17,2.0210324999999996
2011-06-20,1.76600423
2011-06-21,2.5082732699999997
2011-06-23,3.0385715799999997
2011-06-24,1.9557206
2011-06-27,3.2695789900000003
2011-06-28,2.2503724099999998
2011-06-29,2.90540005
2011-07-01,1.79401354
2011-07-05,1.93798709
2011-07-06,3.2261500100000005
2011-07-07,3.13478672
2011-07-08,3.0143128800000003
2011-07-11,2.55296748
2011-07-12,2.1063943299999996
2011-07-13,2.6048258300000002
2011-07-14,3.2581613000000003
2011-07-18,1.95232513
2011-07-19,4.000175199999999
2011-07-20,3.16312776
2011-07-21,2.2972041400000003
2011-07-22,1.87496178
2011-07-25,2.70741599
2011-07-27,1.76391676
2011-07-28,1.73757675
2011-07-29,1.5678826099999998
2011-08-02,2.909126
2011-08-03,3.54089344
2011-08-04,3.92603786
2011-08-05,3.13528111
2011-08-08,1.80774686
2011-08-09,2.2710640999999994
2011-08-11,2.48271298
2011-08-12,4.3048451
2011-08-15,2.74879245
2011-08-16,2.9629861999999996
2011-08-17,2.04108689
2011-08-19,2.09753585
2011-08-22,2.37278496
2011-08-23,3.46802235
2011-08-24,2.8275248
2011-08-25,2.28863689
2011-08-26,2.5932065499999997
2011-08-29,2.61553813
2011-08-30,3.78252258
2011-08-31,3.88247054
2011-09-02,2.55741264
2011-09-06,2.21872532
2011-09-07,2.8945738800000003
2011-09-08,2.42181853
2011-09-09,3.287785
2011-09-13,2.47148234
2011-09-14,3.25512972
2011-09-15,2.67409227
2011-09-16,1.94040007
2011-09-19,1.81267967
2011-09-20,4.13965183
2011-09-22,4.645257900000001
2011-09-23,2.5560954999999996
2011-09-26,2.95984495
2011-09-27,3.2543971000000003
2011-09-28,3.69627723
2011-09-30,2.55938287
2011-10-03,2.67060609
2011-10-04,2.88025688
2011-10-05,3.7209052099999997
2011-10-06,3.4796702899999996
2011-10-07,3.5011699800000002
2011-10-10,2.14900993
2011-10-12,3.7928093300000003
2011-10-13,3.77909028
2011-10-14,3.25831764
2011-10-18,2.23950726
2011-10-19,1.7271330300000003
2011-10-20,2.0130958
2011-10-21,3.41180056
2011-10-25,2.09469432
2011-10-26,2.76681622
2011-10-27,3.1317958399999997
2011-10-28,1.7484582
2011-10-31,1.92326476
2011-11-02,2.73631687
2011-11-03,2.92165188
2011-11-04,1.46997869
2011-11-07,3.4697060100000003
2011-11-08,2.3204106500000004
2011-11-10,2.11643592
2011-11-11,2.7141622499999998
2011-11-14,2.03609346
2011-11-15,3.7952942299999997
2011-11-16,2.97036859
2011-11-17,2.9854451400000004
2011-11-18,3.3686004800000005
2011-11-21,3.3724519300000004
2011-11-22,4.211166260000001
2011-11-23,3.5600919600000003
2011-11-25,3.53640983
2011-11-28,2.95587862
2011-11-29,3.2359203200000004
2011-11-30,3.38628766
2011-12-01,3.61343285
2011-12-02,2.83112445
2011-12-05,2.9466734499999996
2011-12-06,2.2848295800000002
2011-12-07,3.8047530999999997
2011-12-08,2.15525006
2011-12-09,2.19235968
2011-12-12,3.6086664999999996
2011-12-13,4.60323097
2011-12-14,4.14745218
2011-12-15,3.06760767
2011-12-16,2.2014960200000004
2011-12-19,1.93815192
2011-12-20,2.01182836
2011-12-21,3.99360574
2011-12-22,4.0732976700000005
2011-12-27,2.45465479
2011-12-28,4.20281947
2011-12-29,2.95205543
2011-12-30,3.4562814
2012-01-03,2.5902630600000003
2012-01-04,3.4585797
2012-01-05,4.0209771199999995
2012-01-06,2.7948343600000003
2012-01-09,4.012297960000001
2012-01-10,3.84566709
2012-01-11,3.14616874
2012-01-12,3.4144964
2012-01-13,1.91387652
2012-01-17,2.3710917599999997
2012-01-18,3.78540077
2012-01-19,2.4991014000000003
2012-01-20,2.3640905200000004
2012-01-23,3.53776323
2012-01-24,2.6874510399999996
2012-01-25,2.30177724
2012-01-26,2.16052606
2012-01-30,3.22334869
2012-02-01,2.4688230499999997
2012-02-02,2.6137250100000005
2012-02-06,2.59555988
2012-02-07,3.4188054599999997
2012-02-08,2.74122383
2012-02-09,2.40841876
2012-02-10,2.8050591
2012-02-13,2.69020313
2012-02-14,2.74433758
2012-02-15,2.03043117
2012-02-16,3.42910802
2012-02-17,3.4724522700000002
2012-02-21,2.6860717299999997
2012-02-22,1.89117616
2012-02-23,1.9326365699999997
2012-02-24,1.7711217199999998
2012-02-27,2.09189156
2012-02-28,2.12051085
2012-02-29,2.2754723599999997
2012-03-01,3.0256228299999997
2012-03-02,2.2785457200000003
2012-03-05,2.4005375
2012-03-06,2.07179417
2012-03-07,2.21239005
2012-03-08,2.21162874
2012-03-09,2.0183613499999997
2012-03-12,2.01793448
2012-03-13,2.2638126
2012-03-15,1.7661405799999998
2012-03-16,2.2692781
2012-03-19,1.76123273
2012-03-20,2.76419058
2012-03-21,3.73057604
2012-03-22,1.48369713
2012-03-23,1.95676487
2012-03-26,3.3420058599999996
2012-03-27,1.9048183
2012-03-28,3.24864675
2012-03-29,3.4554799399999996
2012-03-30,2.26120982
2012-04-02,3.0553024200000003
2012-04-03,2.5459307499999997
2012-04-04,3.0114201300000003
2012-04-05,2.86099469
2012-04-09,2.19592911
2012-04-10,2.1699035700000002
2012-04-11,1.59312711
2012-04-12,1.86517265
2012-04-13,2.36229819
2012-04-16,2.10436051
2012-04-17,2.97792704
2012-04-18,2.56665426
2012-04-19,2.4615814599999997
2012-04-20,2.32267834
2012-04-23,1.81353871
2012-04-24,2.13062151
2012-04-25,2.12867957
2012-04-26,2.5234011900000004
2012-04-27,1.82914802
2012-04-30,2.69083652
2012-05-01,2.4397152999999996
2012-05-02,2.31413022
2012-05-03,3.62668797
2012-05-04,1.80087569
2012-05-07,2.66839243
2012-05-08,2.66592511
2012-05-09,2.9985617899999997
2012-05-10,3.83080743
2012-05-11,2.01624477
2012-05-14,2.0061821900000005
2012-05-15,2.0637993999999997
2012-05-16,2.7799405
2012-05-17,2.5096191599999997
2012-05-18,2.3153065099999997
2012-05-21,1.6706006199999999
2012-05-22,1.8960733099999998
2012-05-23,3.47428085
2012-05-24,3.1986678299999998
2012-05-25,1.84283669
2012-05-30,3.95712017
2012-05-31,3.7041437
2012-06-01,3.4192025700000004
2012-06-04,2.9391163799999998
2012-06-05,2.0572667100000004
2012-06-06,2.23704829
2012-06-07,3.61215201
2012-06-08,1.7590753
2012-06-11,3.04916187
2012-06-12,2.9613967599999995
2012-06-13,2.8089887
2012-06-14,2.2589922
2012-06-15,2.49985904
2012-06-18,2.6845155700000003
2012-06-19,2.5299844800000004
2012-06-20,2.88224686
2012-06-21,2.60531567
2012-06-22,3.22033693
2012-06-25,2.25281044
2012-06-26,2.14051899
2012-06-27,3.65411701
2012-06-28,3.4287167
2012-06-29,2.06693947
2012-07-03,2.753191
2012-07-05,2.0484214
2012-07-06,1.9092671400000003
2012-07-09,3.04907694
2012-07-10,2.4022826299999998
2012-07-11,1.9645053499999998
2012-07-12,2.51985132
2012-07-13,2.7410871400000003
2012-07-16,2.65360412
2012-07-17,2.3371847700000004
2012-07-18,2.9964485300000003
2012-07-19,2.71041474
2012-07-20,2.14702537
2012-07-23,1.9898545300000001
2012-07-24,2.05401805
2012-07-25,1.9769426499999998
2012-07-26,2.3574006
2012-07-27,1.61387676
2012-07-30,3.13890926
2012-07-31,2.29336436
2012-08-01,2.7036432
2012-08-02,2.21423833
2012-08-03,3.36076947
2012-08-06,1.9971631200000002
2012-08-07,2.37954471
2012-08-09,2.18358689
2012-08-10,1.9359082399999998
2012-08-13,2.3245168300000003
2012-08-14,3.1213625800000004
2012-08-15,2.38686166
2012-08-16,1.91666933
2012-08-17,2.17858064
2012-08-20,2.69640661
2012-08-21,2.46271068
2012-08-22,2.30466718
2012-08-23,1.7803555400000002
2012-08-24,1.62307378
2012-08-27,1.6279738699999997
2012-08-28,1.7096009199999997
2012-08-29,3.83208415
2012-08-30,2.5053383399999998
2012-08-31,3.39930727
2012-09-05,1.4106024199999998
2012-09-06,2.44757616
2012-09-07,2.58064794
2012-09-10,2.48694449
2012-09-11,1.89048706
2012-09-12,3.0919337100000006
2012-09-13,2.53970517
2012-09-14,2.25059496
2012-09-17,2.84318234
2012-09-18,2.68470205
2012-09-19,2.2659129499999997
2012-09-20,2.30782983
2012-09-21,2.5277593199999995
2012-09-24,2.62509181
2012-09-25,1.96015106
2012-09-26,1.46622634
2012-09-27,2.3182673099999995
2012-09-28,1.8637291700000003
2012-10-01,3.9844037
2012-10-02,3.72961914
2012-10-03,3.25982648
2012-10-04,2.86420065
2012-10-05,3.76360264
2012-10-08,2.9959509100000004
2012-10-09,1.66267439
2012-10-10,3.7542355800000005
2012-10-11,4.01293143
2012-10-12,2.16002266
2012-10-15,3.34724608
2012-10-16,1.81216021
2012-10-17,2.74154826
2012-10-19,1.7462061899999997
2012-10-22,2.37560752
2012-10-23,2.4994850499999997
2012-10-24,2.4005900199999997
2012-10-25,1.65208446
2012-10-26,1.61584466
2012-10-31,2.73715813
2012-11-02,3.24668385
2012-11-05,2.61638203
2012-11-06,1.6627802999999999
2012-11-07,2.29311138
2012-11-08,1.9430915199999998
2012-11-09,3.14637868
2012-11-12,3.4706800000000007
2012-11-13,3.52467049
2012-11-14,3.69390056
2012-11-15,4.37746261
2012-11-16,2.4220471999999997
2012-11-19,4.11537127
2012-11-20,3.61707306
2012-11-21,4.31613089
2012-11-23,3.7109489699999996
2012-11-26,1.68656228
2012-11-27,1.92946009
2012-11-28,3.14009163
2012-11-29,3.5486826000000002
2012-11-30,2.09556017
2012-12-04,2.78428948
2012-12-05,2.70619565
2012-12-06,2.2067140700000003
2012-12-07,1.7490179700000001
2012-12-10,3.95601478
2012-12-11,4.05898041
2012-12-12,2.88228066
2012-12-13,2.0697465399999997
2012-12-14,3.25874808
2012-12-17,1.9510383399999998
2012-12-18,2.10029768
2012-12-19,1.9142176800000001
2012-12-20,2.22080522
2012-12-21,3.27562503
2012-12-24,2.2753847
2012-12-26,2.7726457900000003
2012-12-27,2.30507035
2012-12-28,2.8606599100000003
2013-01-02,3.14095783
2013-01-03,2.16571044
2013-01-04,2.49025563
2013-01-07,3.7307872500000006
2013-01-08,2.72397608
2013-01-09,2.99081978
2013-01-10,2.6343520799999998
2013-01-11,1.6066690600000002
2013-01-14,1.71400134
2013-01-15,1.90695037
2013-01-16,3.10749073
2013-01-17,2.42361953
2013-01-18,3.5062042600000005
2013-01-22,2.34496488
2013-01-23,2.0640300099999997
2013-01-24,2.0042848699999998
2013-01-25,2.0061493599999998
2013-01-28,3.05182587
2013-01-30,1.7162164900000003
2013-01-31,3.4928701699999998
2013-02-01,1.78971941
2013-02-04,2.68547829
2013-02-06,3.39752378
2013-02-07,1.79741281
2013-02-08,1.83656201
2013-02-11,3.00362259
2013-02-12,3.01099962
2013-02-13,1.8642138999999998
2013-02-14,2.62490729
2013-02-15,1.8385274900000002
2013-02-19,1.97321564
2013-02-20,3.69279622
2013-02-21,3.2969455400000003
2013-02-22,2.10114879
2013-02-25,3.1499957
2013-02-26,2.25185924
2013-02-27,3.1986522
2013-02-28,2.19761109
2013-03-01,1.81336414
2013-03-04,3.34569934
2013-03-05,3.8949824900000003
2013-03-06,4.1419108399999995
2013-03-07,2.20857847
2013-03-08,1.9368320900000002
2013-03-11,1.9229789099999999
2013-03-12,2.8031972400000003
2013-03-13,3.3221102399999998
2013-03-14,3.11949278
2013-03-15,3.03552978
2013-03-18,2.21924901
2013-03-19,3.12764306
2013-03-21,2.78199542
2013-03-22,1.92917823
2013-03-25,3.4176654299999996
2013-03-26,1.5611398399999998
2013-03-27,1.75657886
2013-03-28,3.2319044000000003
2013-04-02,1.9327138799999999
2013-04-03,3.76585633
2013-04-04,2.21149054
2013-04-05,2.54054685
2013-04-08,1.8919937500000001
2013-04-09,2.61817711
2013-04-10,2.5994892
2013-04-11,2.7209009500000003
2013-04-12,3.14525237
2013-04-15,3.1125759900000003
2013-04-16,2.30890201
2013-04-17,1.86465251
2013-04-18,1.8723302
2013-04-19,1.9022748799999998
2013-04-22,1.8465986900000002
2013-04-23,2.30711463
2013-04-24,1.9120799
2013-04-25,2.19852489
2013-04-26,2.92813033
2013-04-29,2.27114226
2013-04-30,2.60692265
2013-05-01,2.15110988
2013-05-02,2.57241419
2013-05-03,2.38064469
2013-05-06,2.0196314500000003
2013-05-07,2.6054554000000003
2013-05-09,2.58859329
2013-05-10,2.5406998
2013-05-13,2.05376939
2013-05-14,2.31229838
2013-05-15,2.3762305999999995
2013-05-16,2.62629929
2013-05-17,1.9267631399999996
2013-05-20,2.14114525
2013-05-21,2.15397721
2013-05-22,1.8678050499999999
2013-05-23,2.16260581
2013-05-24,2.33932195
2013-05-28,2.33267465
2013-05-29,2.22335618
2013-05-30,3.53079464
2013-06-03,2.2738271
2013-06-04,2.07999728
2013-06-05,2.37655546
2013-06-06,2.80308001
2013-06-07,2.241806
2013-06-10,3.2466785099999997
2013-06-11,2.85506783
2013-06-12,2.59492352
2013-06-13,2.78332302
2013-06-14,2.12398108
2013-06-17,2.12049093
2013-06-18,2.53278218
2013-06-19,3.38873642
2013-06-20,2.35169949
2013-06-21,1.7563487800000002
2013-06-24,3.67953758
2013-06-25,2.4430574000000003
2013-06-26,3.0622961
2013-06-27,1.74311708
2013-06-28,3.08018188
2013-07-01,2.08961308
2013-07-02,1.6653362200000001
2013-07-03,2.3370925199999997
2013-07-05,3.089948809999999
2013-07-08,1.72165866
2013-07-09,3.1808850399999997
2013-07-10,2.72955636
2013-07-11,2.72354113
2013-07-12,2.75061562
2013-07-15,1.6479995399999998
2013-07-16,3.16446513
2013-07-17,3.77437235
2013-07-18,3.1966771000000005
2013-07-19,1.91249761
2013-07-22,2.63854147
2013-07-23,3.04745985
2013-07-24,3.27019949
2013-07-25,2.51084194
2013-07-26,2.68574937
2013-07-29,2.11924615
2013-07-30,2.37344724
2013-08-01,2.7060831800000003
2013-08-02,2.1897184000000003
2013-08-05,2.0299576900000003
2013-08-06,2.48196995
2013-08-07,1.54044813
2013-08-08,2.57094696
2013-08-09,2.6616584999999997
2013-08-12,1.87385138
2013-08-13,2.64081012
2013-08-14,2.3928110200000003
2013-08-15,3.85548234
2013-08-16,3.67214039
2013-08-19,2.10765445
2013-08-20,1.7789687
2013-08-21,1.90885094
2013-08-22,2.55346813
2013-08-23,2.6643136199999997
2013-08-26,2.23187445
2013-08-27,2.39269901
2013-08-28,2.2185763
2013-08-29,3.3004361700000002
2013-08-30,2.41973096
2013-09-04,3.06896784
2013-09-05,2.53723487
2013-09-06,2.14347443
2013-09-09,2.5253583
2013-09-10,3.0812634599999997
2013-09-11,1.4442322399999998
2013-09-12,2.88910102
2013-09-13,3.3675072100000003
2013-09-16,3.4215229
2013-09-17,3.07946572
2013-09-18,3.1421881400000005
2013-09-19,3.9829916699999997
2013-09-20,2.28083437
2013-09-23,1.6862044299999999
2013-09-24,2.57922361
2013-09-25,4.28032738
2013-09-26,3.4627118799999996
2013-09-27,3.91017369
2013-09-30,2.9521984100000003
2013-10-02,3.9323955199999996
2013-10-03,3.18607794
2013-10-04,2.39962786
2013-10-07,3.03161112
2013-10-08,2.61226525
2013-10-09,2.3164117699999998
2013-10-10,3.73129207
2013-10-11,4.09897295
2013-10-14,3.17083453
2013-10-15,2.6156824500000004
2013-10-16,3.2894222099999997
2013-10-17,3.07623813
2013-10-21,2.5357475000000003
2013-10-22,3.0783203
2013-10-23,1.76668413
2013-10-24,2.11259831
2013-10-25,3.86240563
2013-10-28,2.3298839499999997
2013-10-29,1.7656758
2013-10-30,3.3447604
2013-10-31,3.7115321199999998
2013-11-01,3.48619921
2013-11-04,2.21968976
2013-11-05,2.0729645
2013-11-06,3.21399065
2013-11-07,3.59669434
2013-11-08,2.50820408
2013-11-11,2.52711181
2013-11-12,2.5992714599999998
2013-11-13,3.34492952
2013-11-14,2.71176699
2013-11-15,3.7180969800000003
2013-11-18,3.1861551300000004
2013-11-19,3.9072508900000003
2013-11-20,3.3263745499999997
2013-11-21,3.41645856
2013-11-22,3.0058881
2013-11-25,3.4985778199999995
2013-11-26,4.00973297
2013-11-27,3.53765777
2013-11-29,3.65683099
2013-12-03,2.79521745
2013-12-04,2.83612183
2013-12-05,3.36478364
2013-12-06,4.00295922
2013-12-10,4.41452902
2013-12-11,4.35636641
2013-12-12,2.05588035
2013-12-13,1.7104674899999999
2013-12-16,2.8784788399999996
2013-12-17,2.87748943
2013-12-18,2.15277239
2013-12-19,2.15277239
2013-12-20,1.41347665
2013-12-23,1.95208783
2013-12-24,2.6458365600000002
2013-12-26,2.9548827099999997
2013-12-30,3.3856013600000003
2013-12-31,3.2010108600000002
2014-01-03,2.96258719
2014-01-06,2.94541954
2014-01-07,2.0738020799999997
2014-01-08,3.02997643
2014-01-09,3.5121475099999997
2014-01-10,3.12653801
2014-01-13,1.9924022000000001
2014-01-14,2.54101526
2014-01-15,1.9088171799999998
2014-01-16,2.32702685
2014-01-17,1.85661545
2014-01-21,3.34895436
2014-01-22,4.079713480000001
2014-01-23,2.17772947
2014-01-24,2.28472295
2014-01-27,1.8378920699999997
2014-01-28,2.07616938
2014-01-30,3.0762582800000002
2014-01-31,3.4937015
2014-02-04,2.41494644
2014-02-05,1.72391344
2014-02-06,2.9367126799999994
2014-02-07,1.8077576800000001
2014-02-10,1.40434644
2014-02-11,2.02506522
2014-02-12,2.1905787199999995
2014-02-13,1.47323084
2014-02-14,1.9746094099999998
2014-02-18,4.24852999
2014-02-19,4.59602147
2014-02-20,3.8832492
2014-02-21,3.7878860999999997
2014-02-24,2.2221792299999996
2014-02-25,1.6218535799999996
2014-02-26,3.0623287599999998
2014-02-27,2.60717428
2014-02-28,2.2943680800000004
2014-03-04,3.37811754
2014-03-05,2.41124019
2014-03-06,1.80023263
2014-03-07,2.5629710899999996
2014-03-10,4.48480539
2014-03-11,2.5887918200000004
2014-03-12,3.39874569
2014-03-13,3.0895927100000002
2014-03-17,3.47815426
2014-03-18,2.98478621
2014-03-19,3.2978364300000003
2014-03-20,3.5421620799999998
2014-03-21,3.5329737999999997
2014-03-25,2.12940154
2014-03-26,3.1310144899999997
2014-03-27,2.68912426
2014-03-28,2.8468020499999995
2014-03-31,4.4705907400000005
2014-04-02,2.39819074
2014-04-03,3.46345127
2014-04-04,3.1049908599999996
2014-04-07,1.9477397200000002
2014-04-08,2.08132806
2014-04-09,1.87683231
2014-04-10,3.85867309
2014-04-11,1.9215062
2014-04-14,3.43418684
2014-04-15,3.44217578
2014-04-16,2.99216969
2014-04-17,3.04251526
2014-04-21,2.76494833
2014-04-22,2.70006504
2014-04-23,2.1460557000000002
2014-04-24,2.90639598
2014-04-25,2.3217266999999997
2014-04-28,2.1313978500000004
2014-04-29,2.07233809
2014-04-30,1.99837711
2014-05-01,2.84283584
2014-05-02,2.6418346999999995
2014-05-05,1.7611386600000003
2014-05-06,2.36345228
2014-05-07,2.85168965
2014-05-08,2.73277732
2014-05-09,2.69794149
2014-05-12,2.0348279099999997
2014-05-13,3.10737114
2014-05-14,3.18285792
2014-05-15,3.56925658
2014-05-16,2.12717857
2014-05-19,3.70476137
2014-05-20,3.77504565
2014-05-21,4.085896999999999
2014-05-22,2.91013868
2014-05-23,3.13650175
2014-05-27,2.45013358
2014-05-28,3.5861677399999996
2014-05-29,2.06684141
2014-05-30,3.5503912699999995
2014-06-02,3.3952257599999998
2014-06-03,3.2642911000000003
2014-06-04,2.72008938
2014-06-05,2.98925653
2014-06-06,2.8519446199999994
2014-06-09,2.57584658
2014-06-11,2.51588865
2014-06-12,3.3339627
2014-06-13,3.0109775500000002
2014-06-17,1.51996059
2014-06-18,1.60324701
2014-06-19,1.8181948700000001
2014-06-20,3.4898177200000005
2014-06-23,2.4595097900000003
2014-06-24,3.46528935
2014-06-25,1.9440480500000001
2014-06-26,2.57660712
2014-06-27,2.4904078600000004
2014-06-30,2.82007285
2014-07-01,2.48419271
2014-07-02,3.8409006800000003
2014-07-03,3.91732753
2014-07-07,1.8253237999999998
2014-07-08,3.2456565299999998
2014-07-09,3.51925089
2014-07-10,2.31260857
2014-07-11,2.05782806
2014-07-14,2.81678908
2014-07-15,3.50018916
2014-07-16,2.5190281399999996
2014-07-17,2.40560811
2014-07-18,2.1585434099999996
2014-07-21,3.05921692
2014-07-22,2.14198721
2014-07-23,2.10407521
2014-07-24,3.18638495
2014-07-25,3.29735738
2014-07-28,3.15878072
2014-07-29,2.82392865
2014-07-31,3.3081998199999996
2014-08-01,1.9324305800000001
2014-08-04,3.44496219
2014-08-06,3.37116381
2014-08-07,3.3093714500000004
2014-08-08,2.48335751
2014-08-11,2.88230904
2014-08-12,2.01795292
2014-08-13,2.48479561
2014-08-14,2.55512023
2014-08-15,2.06466996
2014-08-18,3.31774187
2014-08-19,2.22834281
2014-08-20,3.4492558000000004
2014-08-21,3.27772873
2014-08-22,2.3416302600000005
2014-08-25,2.0838086600000003
2014-08-26,3.3769634699999997
2014-08-27,1.70914572
2014-08-28,2.4400843400000003
2014-09-02,2.55890544
2014-09-03,1.9878270100000002
2014-09-04,2.5739660300000002
2014-09-05,2.6732575799999996
2014-09-08,2.54441262
2014-09-09,3.34800524
2014-09-10,3.39664666
2014-09-11,2.8139919700000005
2014-09-12,1.9276100399999998
2014-09-15,3.18365764
2014-09-16,2.08891577
2014-09-17,3.0358280499999997
2014-09-18,3.80650961
2014-09-22,2.6868868700000004
2014-09-23,2.3392146800000004
2014-09-25,2.09601198
2014-09-26,2.24234526
2014-09-29,1.7536037000000002
2014-09-30,2.90940476
2014-10-01,2.0254344399999997
2014-10-02,2.97445743
2014-10-03,3.18217637
2014-10-07,2.57835758
2014-10-08,2.4393876700000003
2014-10-09,1.7637287499999998
2014-10-10,1.9254218000000003
2014-10-13,2.1234544800000004
2014-10-14,1.9397555100000001
2014-10-15,2.94330939
2014-10-16,2.51161669
2014-10-17,3.36218041
2014-10-20,2.55213504
2014-10-21,3.43858556
2014-10-22,3.7973257900000004
2014-10-23,3.41789464
2014-10-24,1.92893751
2014-10-27,1.8995851199999998
2014-10-28,4.23508715
2014-10-30,3.00859378
2014-10-31,3.23837143
2014-11-03,3.25435142
2014-11-04,1.75203663
2014-11-05,1.36277559
2014-11-06,2.4729370900000003
2014-11-07,3.8337444400000003
2014-11-10,2.85099794
2014-11-11,2.88380023
2014-11-12,3.1600163599999997
2014-11-13,3.17121222
2014-11-14,3.3320362200000004
2014-11-17,3.76339355
2014-11-18,3.54560093
2014-11-19,3.3671008799999997
2014-11-20,2.7048312300000004
2014-11-21,2.90138148
2014-11-24,2.01694871
2014-11-25,3.36863958
2014-11-26,3.73806858
2014-12-01,3.24586402
2014-12-02,2.41592904
2014-12-03,3.185613
2014-12-04,2.26450975
2014-12-05,1.65895139
2014-12-08,1.6180827100000001
2014-12-09,2.06317752
2014-12-10,2.30796567
2014-12-11,3.24191493
2014-12-12,4.1588955499999996
2014-12-15,2.7847877399999996
2014-12-16,2.05455737
2014-12-17,2.15661944
2014-12-18,3.3005683
2014-12-19,1.9533275599999997
2014-12-22,3.7620167099999997
2014-12-23,2.52504717
2014-12-24,3.55529884
2014-12-26,3.8679565
2014-12-29,2.96425402
2014-12-30,2.6773060600000003
2015-01-02,3.3239057699999996
2015-01-05,3.27019565
2015-01-06,1.82545879
2015-01-07,3.24083499
2015-01-08,2.3582499
2015-01-09,3.28582512
2015-01-12,2.48696132
2015-01-13,3.8967022499999997
2015-01-14,3.36274694
2015-01-15,3.10116069
2015-01-16,2.06007624
2015-01-20,2.83220903
2015-01-21,2.06945694
2015-01-22,3.12269479
2015-01-23,3.54672156
2015-01-26,1.8097678799999999
2015-01-27,1.8687353899999999
2015-01-28,2.9195455699999995
2015-01-29,1.75684122
2015-01-30,2.24426155
2015-02-02,2.76180845
2015-02-03,2.17991605
2015-02-04,3.81320073
2015-02-05,3.81320073
2015-02-06,2.71447909
2015-02-09,2.6942945099999998
2015-02-10,2.5845967300000003
2015-02-11,3.7085901999999997
2015-02-12,2.46777121
2015-02-13,1.98345724
2015-02-17,2.82855525
2015-02-18,2.72666767
2015-02-19,1.85342613
2015-02-20,2.7557773799999996
2015-02-23,2.91309612
2015-02-24,3.11405185
2015-02-26,2.12534548
2015-02-27,3.38470522
2015-03-02,2.08162151
2015-03-03,2.83447788
2015-03-04,3.30672078
2015-03-05,3.30672078
2015-03-06,2.9861679199999998
2015-03-09,3.05338964
2015-03-10,3.0286514799999997
2015-03-11,2.3674690700000003
2015-03-12,3.02300993
2015-03-13,2.11641917
2015-03-16,2.27036201
2015-03-17,1.6250045899999999
2015-03-18,2.40709319
2015-03-19,3.3233468200000003
2015-03-20,2.47723356
2015-03-23,2.54890538
2015-03-24,3.79240295
2015-03-25,3.05412076
2015-03-26,2.67004396
2015-03-27,2.1986697499999996
2015-03-30,3.17723189
2015-04-01,3.0963247199999997
2015-04-02,3.1207359200000004
2015-04-06,1.9976174
2015-04-08,2.38541656
2015-04-09,2.95738597
2015-04-10,2.33681501
2015-04-13,2.72046534
2015-04-14,3.11939357
2015-04-15,2.9592752399999998
2015-04-16,2.4024127099999997
2015-04-17,1.9288506200000002
2015-04-20,3.1075925800000004
2015-04-21,2.1082065300000004
2015-04-22,3.1851468499999998
2015-04-23,3.1851468499999998
2015-04-24,2.63184488
2015-04-27,2.10988098
2015-04-28,3.0847896000000006
2015-04-29,2.08926107
2015-04-30,1.77663756
2015-05-01,2.16770846
2015-05-04,3.2517481000000004
2015-05-05,3.65171129
2015-05-07,3.72852915
2015-05-08,3.94964149
2015-05-11,2.6243505700000003
2015-05-12,3.4987055300000005
2015-05-13,3.3388826299999996
2015-05-14,3.71386499
2015-05-15,2.78775115
2015-05-18,1.6559035699999998
2015-05-19,1.8716201199999998
2015-05-20,3.0811934700000005
2015-05-21,2.69689575
2015-05-22,2.50872591
2015-05-26,3.5981816600000003
2015-05-27,3.2355868
2015-05-28,2.41909776
2015-05-29,2.7612382799999997
2015-06-01,2.93826475
2015-06-02,1.79666558
2015-06-03,3.14170242
2015-06-04,2.9643559699999997
2015-06-05,2.76021773
2015-06-08,3.1395045999999995
