Date,Open,High,Low,Close,Adj Close,Volume,Sentiment
2007-02-07,12.068571,12.34,11.935715,86.150002,12.307143,266706300,0.1156926406926407
2007-02-08,12.204286,12.358571,12.201428,86.18,12.311429,169757700,0.18097643097643096
2007-02-09,12.268572,12.314285,11.887143,83.270004,11.895715,215135200,0.14656263091746966
2007-02-12,12.061429,12.168571,11.947143,84.879997,12.125714,181017900,-0.005533459595959596
2007-02-13,12.165714,12.184286,12.042857,84.700005,12.1,145246500,
2007-02-14,12.09,12.234285,12.081429,85.300003,12.185715,126995400,0.0522993914298262
2007-02-15,12.205714,12.231428,12.111428,85.209999,12.172857,90915300,0.10042207792207791
2007-02-16,12.178572,12.201428,12.094286,84.83000200000001,12.118571,99967000,0.06564049586776859
2007-02-20,12.092857,12.308572,12.022857,85.89999399999999,12.271428,154425600,0.21946022727272727
2007-02-21,12.282857,12.784286,12.28,89.199997,12.742857,288828400,0.08892045454545455
2007-02-22,12.971429,12.972857,12.647142,89.510002,12.787143,209556200,0.22765151515151516
2007-02-23,12.737143,12.905714,12.692857,89.07,12.724286,129473400,0.3338383838383838
2007-02-26,12.834286,12.857142,12.515715,88.510002,12.644286,153962200,0.11468855218855219
2007-02-27,12.328571,12.44,11.915714,83.93,11.99,286453300,0.217003367003367
2007-02-28,11.857142,12.228572,11.857142,84.610001,12.087143,229868800,
2007-03-01,12.004286,12.615714,11.964286,87.060005,12.437143,353882200,-0.07779545454545456
2007-03-02,12.395715,12.505714,12.172857,85.40999599999999,12.201428,215000100,-0.016177685950413224
2007-03-05,12.27,12.664286,12.251429,86.32,12.331429,209724900,0.10098386462022825
2007-03-06,12.542857,12.615714,12.485714,88.190002,12.598572,180796700,0.2347077922077922
2007-03-07,12.578571,12.71,12.492857,87.720001,12.531428,156571100,
2007-03-08,12.655714,12.674286,12.494286,88.0,12.571428,127752800,0.01361024033437826
2007-03-09,12.685715,12.692857,12.485714,87.970001,12.567142,112959000,0.09357575757575756
2007-03-12,12.581429,12.855714,12.57,89.870003,12.838572,182352100,0.05481818181818179
2007-03-13,12.772857,12.942857,12.628572,88.400002,12.628572,216972700,0.17603861192570866
2007-03-14,12.657143,12.857142,12.56,90.0,12.857142,199146500,0.19555450336700334
2007-03-15,12.851429,12.908571,12.758572,89.57,12.795714,139874700,-0.0006691919191919249
2007-03-16,12.791429,12.855714,12.76,89.59000400000001,12.798572,142926000,0.004820936639118453
2007-03-19,12.891429,13.078571,12.798572,91.130005,13.018572,178240300,0.005392156862745099
2007-03-20,13.05,13.12,13.008572,91.479996,13.068571,122229100,0.08737530585356676
2007-03-21,13.141429,13.428572,13.092857,93.869995,13.41,171724000,0.07077012987012987
2007-03-22,13.39,13.48,13.285714000000002,93.959999,13.422857,140373100,0.09151515151515154
2007-03-23,13.335714,13.438571,13.328570999999998,93.519997,13.36,112721000,0.19758553274682306
2007-03-26,13.427143,13.7,13.328570999999998,95.849998,13.692857,216246800,0.18825757575757576
2007-03-27,13.672857,13.832857,13.571428,95.459999,13.637143,233013200,0.15959595959595962
2007-03-28,13.554286,13.628572,13.307143,93.239998,13.32,235584300,
2007-03-29,13.455714000000002,13.455714000000002,13.175714,93.75,13.392858,181430900,0.20441558441558444
2007-03-30,13.468572,13.525714,13.25,92.909996,13.272857,150139500,0.2226010101010101
2007-04-02,13.448571,13.464285999999998,13.288571,93.650002,13.378572,125498100,0.1439839572192513
2007-04-03,13.448571,13.604285,13.394286,94.5,13.5,145983600,
2007-04-04,13.562857,13.591429000000002,13.447143,94.270004,13.467143,119196000,0.12331890331890327
2007-04-05,13.445714,13.525714,13.36,94.68,13.525714,88879000,
2007-04-09,13.601429,13.614285,13.291429,93.650002,13.378572,103335400,0.08500918273645543
2007-04-10,13.381429,13.465714000000002,13.344286,94.25,13.464285999999998,88116700,0.07744859307359307
2007-04-11,13.414286,13.421429000000002,13.19,92.590004,13.227143,137254600,0.1164141414141414
2007-04-12,13.148571,13.187143,12.96,92.190002,13.17,164168900,0.07768065268065268
2007-04-13,12.985714,13.057143,12.865714,90.240005,12.891429,179985400,0.16666666666666666
2007-04-16,12.938571,13.071428,12.892858,91.43,13.061429,152258400,0.11727272727272729
2007-04-17,13.142858,13.185715,12.814285,90.349998,12.907143,187980100,0.1340909090909091
2007-04-18,12.88,12.978572,12.8,90.400002,12.914286,116011000,0.2643939393939394
2007-04-19,12.884286,13.035714,12.832857,90.270004,12.895715,106478400,0.13274064171122996
2007-04-20,12.984285,13.025714,12.935715,90.970001,12.995714,130694900,0.1271060606060606
2007-04-23,13.084286,13.4,13.06,93.509995,13.358571,195072500,0.06488413547237076
2007-04-24,13.422857,13.77,13.042857,93.239998,13.32,263813200,0.09197575757575757
2007-04-25,13.461429,13.628572,13.4,95.349998,13.621428,296786000,0.10535949557688686
2007-04-26,14.511429,14.642858,14.042857,98.839996,14.12,434444500,0.1345970206264324
2007-04-27,14.025714,14.278571,13.955714000000002,99.919998,14.274285,174850900,0.09931818181818182
2007-04-30,14.298572,14.428572,14.238571,99.800003,14.257143,154127400,0.15999999999999998
2007-05-01,14.227143,14.335714,14.078570999999998,99.470001,14.21,133130900,0.17696969696969694
2007-05-02,14.235714000000002,14.362857,14.21,100.389999,14.341429000000002,126286300,0.09600168350168348
2007-05-03,14.39,14.492857,14.287143,100.400002,14.342857,144019400,0.4295454545454545
2007-05-04,14.4,14.514285999999998,14.357142,100.809998,14.401428,95496800,0.12505411255411256
2007-05-07,14.44,14.907143,14.43,103.919998,14.845715,215389300,0.053630952380952376
2007-05-08,14.781428,15.021428,14.774285,105.059998,15.008572,195999300,0.08667207792207793
2007-05-09,14.987143,15.28,14.984285,106.880005,15.268572,179439400,0.09757575757575757
2007-05-10,15.232857,15.548572,15.131429,107.339996,15.334286,299314400,0.1955429292929293
2007-05-11,15.391429,15.59,15.254286,108.739998,15.534285999999998,163424100,0.2231565656565657
2007-05-14,15.66,15.714285999999998,15.464285999999998,109.360001,15.622857000000002,162986600,-0.05757575757575759
2007-05-15,15.652857,15.742857,15.211429,107.519997,15.36,238628600,0.10511363636363635
2007-05-16,15.504286,15.547143,14.774285,107.339996,15.334286,281691900,0.16088154269972454
2007-05-17,15.307143,15.695714,15.307143,109.440002,15.634286,183822800,0.11523569023569023
2007-05-18,15.747143,15.805715,15.681429,110.020004,15.717143,155336300,0.10128054740957966
2007-05-21,15.758572,16.064285,15.721429,111.979996,15.997143,159973100,0.04632034632034631
2007-05-22,16.07,16.25,16.001429,113.539993,16.219998999999998,143102400,-0.00416666666666667
2007-05-23,16.288572,16.428572,16.084286,112.889992,16.127142000000003,227843700,0.10442028985507248
2007-05-24,16.115714999999998,16.351429,15.767143,110.689995,15.812857,221840500,0.11663780663780662
2007-05-25,16.0,16.254285999999997,15.928572,113.619995,16.231428,158239900,0.09351271334029956
2007-05-29,16.35,16.408571,16.098572,114.349998,16.335714000000003,161423500,0.125
2007-05-30,16.328571,16.982857,16.218571,118.769997,16.967142000000003,369611200,0.11392045454545455
2007-05-31,17.152857,17.452858,17.077143,121.189995,17.312857,324266600,0.10307133838383839
2007-06-01,17.299999,17.312857,16.898571,118.400002,16.914285999999997,221315500,
2007-06-04,16.947144,17.389999,16.842857000000002,121.330002,17.332857,221668300,0.03595041322314051
2007-06-05,17.344286,17.527143,17.214285,122.670006,17.524286,230196400,0.11954545454545454
2007-06-06,17.471428,17.721428,17.421429,123.639999,17.662857000000002,278060300,0.1783201581027668
2007-06-07,17.855715,18.23,17.598572,124.069992,17.724285000000002,478769900,0.12056832056832056
2007-06-08,17.974285000000002,17.975714,17.469998999999998,124.490005,17.784285999999998,310420600,0.17078046474598196
2007-06-11,18.0,18.021429,17.077143,120.190002,17.17,468564600,
2007-06-12,17.049999,17.387142,16.901428,120.380005,17.197144,356641600,0.1853844568130282
2007-06-13,17.307142000000002,17.312857,16.485714,117.500008,16.785715,430338300,0.039022252257546367
2007-06-14,16.742857,17.064285,16.631428,118.749992,16.964285,243316500,0.08605015673981192
2007-06-15,17.231428,17.238571,17.122857999999997,120.499992,17.214285,202804700,0.12173295454545455
2007-06-18,17.611429,17.882856,17.505714,125.090004,17.870001000000002,227651200,0.19421487603305784
2007-06-19,17.812857,17.858572,17.558571,123.660004,17.665714,235756500,0.19285714285714287
2007-06-20,17.695715,17.808571,17.357143,121.550003,17.364286,224378000,
2007-06-21,17.385714,17.755714,17.245714000000003,123.900009,17.700001,216761300,0.16426767676767676
2007-06-22,17.692857999999998,17.778572,17.482857,123.0,17.571428,157969000,0.14759552042160742
2007-06-25,17.741428,17.870001000000002,17.294285000000002,122.339996,17.477142,241350900,0.13661616161616158
2007-06-26,17.711428,17.714285,16.959999,119.650002,17.092857000000002,336251300,0.10487012987012988
2007-06-27,17.23,17.434286,17.037144,121.889999,17.412857000000002,243674200,0.0730350378787879
2007-06-28,17.48,17.498571,17.142857,120.559998,17.222857,209535900,
2007-06-29,17.424286,17.714285,17.298571,122.040001,17.434286,284460400,0.17665945165945166
2007-07-02,17.292856,17.441429,17.042856,121.259995,17.322857,248715600,0.1282738095238095
2007-07-03,17.428572,18.200001,17.357143,127.169998,18.167143,290620400,0.10928030303030302
2007-07-05,18.4,18.995714000000003,18.384285,132.75,18.964285,363262900,-0.000139146567717997
2007-07-06,19.018572,19.048571,18.628571,132.300003,18.9,218673700,0.08788311688311691
2007-07-09,18.911428,18.985714,18.454287,130.330002,18.618572,248955000,-0.010727272727272742
2007-07-10,18.411428,19.214285,18.401428,132.350006,18.907143,313751900,0.1656538208168643
2007-07-11,18.867144,19.1,18.758572,132.389999,18.912857,205443000,0.08446969696969696
2007-07-12,19.121429,19.177143,18.912857,134.06999199999998,19.152857,176152200,0.13808080808080808
2007-07-13,19.290001,19.692858,19.217142000000003,137.729996,19.675714000000003,226901500,-0.08232323232323234
2007-07-16,19.77,19.997143,19.642857,138.099991,19.728571,234028200,0.027127039627039627
2007-07-17,19.757143,19.942858,19.642857,138.910004,19.844286,177489900,0.05404942279942279
2007-07-18,19.741428,19.777143,19.434286,138.119995,19.731428,189214200,0.0654808959156785
2007-07-19,20.042856,20.115715,19.950001,140.0,20.0,183222900,0.1640924551638837
2007-07-20,20.235714,20.597143,20.0,143.75,20.535715,291943400,0.19825757575757574
2007-07-23,20.472857,20.745714000000003,20.132856,143.70001200000002,20.528572,259122500,0.0259635832004253
2007-07-24,19.84,20.142857,19.164286,134.889999,19.27,448823200,0.054103535353535355
2007-07-25,19.621429,19.765715,19.285715,137.26001000000002,19.608572,374045700,
2007-07-26,20.844286,21.214285,19.565714,146.0,20.857143,546657300,0.15570175438596487
2007-07-27,20.884285,21.274286,20.540001,143.849991,20.549999,290274600,0.08888888888888888
2007-07-30,20.618572,20.778572,19.938572,141.43000800000002,20.204287,276747100,-0.006249999999999994
2007-07-31,20.424286,20.497143,18.788572,131.759995,18.822857,440598200,-0.125
2007-08-01,19.091429,19.34,18.252857,135.0,19.285715,437539200,0.23982683982683986
2007-08-02,19.521429,19.565714,19.164286,136.490005,19.498571,213161200,0.10066964285714286
2007-08-03,19.322857,19.421429,18.785715,131.850006,18.835714000000003,169796900,-0.039999999999999994
2007-08-06,18.985714,19.324286,18.328571,135.25,19.321428,231292600,-0.02775482093663911
2007-08-07,19.277143,19.605715,18.947144,135.029999,19.290001,237484100,
2007-08-08,19.537144,19.551428,18.857143,134.009995,19.144285,202024200,0.1463827838827839
2007-08-09,18.73,19.0,17.870001000000002,126.389999,18.055714,281348900,0.0979665071770335
2007-08-10,17.588572,18.25,17.185715,125.0,17.857143,352687300,0.0921037296037296
2007-08-13,18.331429,18.478571,18.071428,127.790001,18.255714,188227900,0.06555074555074555
2007-08-14,18.327143,18.328571,17.672857,124.029999,17.718571,184751700,0.20975378787878785
2007-08-15,17.534285999999998,17.837142999999998,17.092857000000002,119.899994,17.128571,248213000,0.07815656565656565
2007-08-16,16.715714000000002,16.928572,15.945714,117.049995,16.721428,466672500,-0.004769921436588111
2007-08-17,17.43,17.642857,17.117144,122.060005,17.437143,298765600,0.13214085297418632
2007-08-20,17.70857,17.785715,17.214285,122.219994,17.459999,200829300,0.08512396694214876
2007-08-21,17.45857,18.422857,17.285715,127.569992,18.224285,325761800,-0.044028925619834715
2007-08-22,18.745714000000003,18.964285,18.618572,132.51001000000002,18.93,265441400,-0.14147727272727273
2007-08-23,19.012857,19.048571,18.537144,131.06999199999998,18.724285,216709500,0.10065167807103291
2007-08-24,18.647142,19.338572,18.544285,135.300003,19.328571,227958500,0.15082772166105501
2007-08-27,19.055714,19.237143,18.871429,132.25,18.892857,176859900,0.23727272727272727
2007-08-28,18.712856,18.915714,18.09,126.820007,18.117144,294841400,0.05333333333333334
2007-08-29,18.554285,19.168571,18.505714,134.080002,19.154285,291715200,
2007-08-30,18.952858,19.75,18.9,136.25,19.464285,358895600,0.1268097643097643
2007-08-31,19.927143,19.950001,19.629999,138.48001100000002,19.782858,219221800,0.09405594405594406
2007-09-04,19.991428,20.818571,19.977142,144.160004,20.594286,329210700,0.055735930735930736
2007-09-05,20.709999,20.834286,19.442858,136.76001000000002,19.537144,582055600,0.0515495867768595
2007-09-06,19.365715,19.652857,18.95857,135.01001000000002,19.287144,475315400,0.10202020202020202
2007-09-07,18.858572,18.9,18.571428,131.770004,18.824286,357644000,-0.07150974025974025
2007-09-10,19.57,19.719999,19.135714,136.71000700000002,19.530001,371959700,0.14875353535353533
2007-09-11,19.700001,19.757143,19.107143,135.490005,19.355715,242971400,0.2478354978354978
2007-09-12,19.427143,19.914286,19.392857,136.849991,19.549999,255692500,0.2383399209486166
2007-09-13,19.832857,19.857143,19.521429,137.199997,19.6,164040800,0.023171936758893272
2007-09-14,19.51,19.854286,19.457144,138.809998,19.83,151830000,0.1488142292490119
2007-09-17,19.855715,20.084286,19.657143,138.410004,19.772858,198342900,0.11030701754385967
2007-09-18,19.865715,20.407143,19.690001,140.919998,20.131428,266022400,0.1372519841269841
2007-09-19,20.431429,20.451429,19.914286,140.770004,20.110001,256720100,0.23926482873851293
2007-09-20,20.021429,20.255714,19.902857,140.309998,20.044285,172960200,0.1248263888888889
2007-09-21,20.162857,20.664286,20.044285,144.149994,20.592857,284720100,0.026742788461538478
2007-09-24,20.961428,21.407143,20.950001,148.279999,21.182858,263040400,0.13057720057720054
2007-09-25,20.977142,21.888571,20.974285,153.179993,21.882856,298137700,0.09198717948717948
2007-09-26,22.067142,22.142857,21.607143,152.770004,21.824286,243817000,0.0375
2007-09-27,21.967142000000003,22.074286,21.76,154.5,22.071428,164549700,0.06692583732057415
2007-09-28,21.92,22.085714000000003,21.821428,153.470001,21.924286,153775300,0.05909090909090909
2007-10-01,22.09,22.487143,21.847143,156.339996,22.334286,209267100,0.11452569169960475
2007-10-02,22.364286,22.655714,22.27,158.449997,22.635714,198017400,-0.07576809764309765
2007-10-03,22.540001,22.74,22.43,157.919998,22.559999,173129600,0.0975448933782267
2007-10-04,22.571428,22.582857,21.928572,156.23998999999998,22.32,164239600,0.1023338220918866
2007-10-05,22.624287,23.082857,22.528572,161.449997,23.064285,235867800,0.008333333333333331
2007-10-08,23.355715,23.987143,23.281429,167.910004,23.987143,208982200,-0.0242063492063492
2007-10-09,24.314285,24.444286,23.811428,167.860001,23.98,276071600,0.06829545454545455
2007-10-10,23.935715,23.982857,23.657143,166.78999299999998,23.827143,166897500,
2007-10-11,24.212856,24.554285,21.887142,162.229996,23.175714000000003,410998000,-0.04318181818181818
2007-10-12,23.287144,23.897142,23.114286,167.25,23.892857,247044000,0.21390831390831394
2007-10-15,23.997143,24.224285,23.357143,166.98001100000002,23.854286,269482500,0.19252969252969251
2007-10-16,23.648571,24.311428,23.592857,169.580002,24.225714,266957600,0.016818561555403653
2007-10-17,24.67,24.719999,24.168571,172.75,24.678572,281903300,0.05498955067920585
2007-10-18,24.5,24.884285,24.435715,173.5,24.785715,205919000,0.15352870813397135
2007-10-19,24.891428,24.947144,24.285715,170.419998,24.345715,322945000,0.07698576675849403
2007-10-22,24.335714000000003,24.985714,24.280001,174.360001,24.908571,412374900,
2007-10-23,26.937143,26.942858,26.108572,186.160004,26.594286,448791000,0.2387152777777778
2007-10-24,26.544285,26.744286,25.605715,185.929993,26.561428000000003,322120400,0.08344336219336221
2007-10-25,26.41,26.557142,25.951429,182.779999,26.111429,243400500,0.11330691367456071
2007-10-26,26.469999,26.481428,26.125713,184.699997,26.385714,176719200,0.14415584415584415
2007-10-29,26.492857,26.655714,26.385714,185.089996,26.441429,135138500,-0.023838383838383836
2007-10-30,26.597143,27.052856,26.389999,187.0,26.714285,234853500,0.30130853994490353
2007-10-31,26.804285,27.16,26.421429,189.949997,27.135714,208327700,0.1505681818181818
2007-11-01,26.942858,27.157143,25.714285,187.440002,26.777143,201259100,0.22088744588744588
2007-11-02,27.030001,27.062857,26.212856,187.869995,26.838572,250528600,0.15101010101010098
2007-11-05,26.469999,26.994286,26.32,186.180008,26.597143,201044200,0.09185748462064251
2007-11-06,26.721428000000003,27.428572,26.467142,191.789993,27.398571,238681800,0.1694073083778966
2007-11-07,27.23,27.525715,26.59,186.300003,26.614286,248581900,0.12921401515151515
2007-11-08,26.667143,26.700001,23.967142000000003,175.470001,25.067142,472594500,0.09375901875901875
2007-11-09,24.450001,25.017143,23.601429,165.37001,23.624287,381595200,0.004125581208914545
2007-11-12,23.611429,23.957144,21.518572,153.759995,21.965714,442266300,0.06018668831168831
2007-11-13,22.978571,24.425714000000003,21.965714,169.96000700000002,24.280001,434861700,0.14968787878787876
2007-11-14,25.308571,25.367144,23.391428,166.110001,23.73,362292000,0.23501420454545452
2007-11-15,23.77,24.227142,22.9,164.29998799999998,23.471428,371852600,0.05955204216073783
2007-11-16,23.614286,23.860001,22.761429,166.389999,23.77,345873500,0.13100649350649352
2007-11-19,23.728571,24.028572,23.157143,163.949997,23.421429,288607200,0.11608391608391608
2007-11-20,23.667143,24.54143,23.361429,168.850006,24.121429,385910700,0.3117216117216117
2007-11-21,23.691429,24.621429,23.524286,168.459991,24.065714,304452400,0.24183673469387754
2007-11-23,24.571428,24.578571,24.25,171.540009,24.505714,116439400,-0.005227272727272736
2007-11-26,24.798571,25.324286,24.621429,172.53999299999998,24.648571,326438700,0.08638807429130009
2007-11-27,25.031429,25.112858,24.287144,174.809998,24.972857,329257600,0.06228070175438599
2007-11-28,25.26,25.799999,25.049999,180.220001,25.745714000000003,287728000,0.012222222222222238
2007-11-29,25.632856,26.452858000000003,25.592857,184.289993,26.327143,262731700,0.2366612554112554
2007-11-30,26.762857,26.814285,25.671429,182.220001,26.031429,296950500,0.06508838383838383
2007-12-03,25.98,26.305714,25.385714,178.860001,25.551428,240367400,0.14663600288600293
2007-12-04,25.307142,25.842857,25.284286,179.809998,25.687143,193449900,0.15253209434243914
2007-12-05,26.127142000000003,26.571428000000004,26.058571,185.5,26.5,223100500,0.1901481331168831
2007-12-06,26.598572,27.157143,26.588572,189.949997,27.135714,224952700,0.15309917355371896
2007-12-07,27.219999,27.855715000000004,26.862858000000003,194.300003,27.757143,266516600,
2007-12-10,27.655714,27.951429,27.527143,194.209991,27.744286,180594400,-0.049855699855699834
2007-12-11,27.821428000000004,28.118572,26.77,188.540009,26.934286,277731300,0.07151401230348597
2007-12-12,27.634285,27.782858,26.537144,190.860001,27.265715000000004,306415200,0.1152396985730319
2007-12-13,27.17,27.445715000000003,26.831429,191.830002,27.404285,216154400,
2007-12-14,27.195715000000003,27.6,27.077143,190.389999,27.198572,168578200,0.10188620902906617
2007-12-17,27.245714000000003,27.521429,26.139999,184.399994,26.342857,256173400,0.15914994096812277
2007-12-18,26.645714,26.761429,25.514286,182.979996,26.139999,305650800,0.1754805194805195
2007-12-19,26.139999,26.377142,25.842857,183.119995,26.16,206869600,0.0683138528138528
2007-12-20,26.49,26.832857,26.190001,187.209991,26.744286,193514300,0.034013209013209006
2007-12-21,27.16,27.701429,27.127142,193.910004,27.701429,248490200,0.08638047138047135
2007-12-24,27.861429,28.475714,27.827143,198.800003,28.4,120050700,
2007-12-26,28.43,28.70857,28.117144,198.949997,28.421429,175933100,0.010787129537129526
2007-12-27,28.421429,28.994286,28.257143,198.570007,28.367144,198881900,0.001163419913419923
2007-12-28,28.655714,28.794285,28.125713,199.829987,28.547142,174911800,0.05734848484848484
2007-12-31,28.5,28.642857,28.25,198.079987,28.297142,134833300,0.06898395721925134
2008-01-02,28.467142,28.608572,27.507143,194.839996,27.834286,269794700,
2008-01-03,27.915714,28.198572,27.527143,194.930008,27.847143,210516600,0.1753987240829346
2008-01-04,27.35,27.571428000000004,25.555714,180.04998799999998,25.721428,363958000,0.12306096681096679
2008-01-07,25.892857,26.228571,24.318571,177.639999,25.377142000000003,518048300,0.09605303030303029
2008-01-08,25.734285,26.065714,24.4,171.25,24.464285,380954000,0.19803921568627453
2008-01-09,24.471428,25.642857,24.042856,179.399994,25.628571,453470500,0.06805555555555555
2008-01-10,25.368572,25.857143,25.058571,178.020004,25.431429,370743800,0.05028787878787879
2008-01-11,25.142857,25.407143,24.285715,172.690002,24.67,308071400,0.06642316017316016
2008-01-14,25.360001,25.631428,25.024286,178.779999,25.540001,275112600,
2008-01-15,25.388571,25.602858,23.522858,169.03999299999998,24.148571,585819500,0.15484006734006733
2008-01-16,23.604286,24.144285,22.385714,159.639999,22.805714,553461300,0.09115151515151514
2008-01-17,23.072857,23.622858,22.631428,160.889999,22.984285,439464900,0.14604377104377103
2008-01-18,23.101429,23.678572,22.801428,161.360001,23.051428,431085900,-0.07
2008-01-22,21.151428,22.854286,20.857143,155.639999,22.234285,608688500,-0.016634199134199137
2008-01-23,19.455715,20.0,18.02,139.070007,19.867144,843242400,0.04517839687194527
2008-01-24,19.998571,20.1,18.858572,135.600006,19.371429,501466700,0.13906411049268189
2008-01-25,19.855715,19.870001,18.515715,130.009995,18.572857,388684800,0.14428071928071928
2008-01-28,18.308571,19.028572,18.064285,130.009995,18.572857,368711000,0.20378787878787877
2008-01-29,18.735714,18.969999,18.435715,131.540009,18.79143,274995700,0.22142857142857142
2008-01-30,18.767143,19.35,18.571428,132.179993,18.882856,310762900,0.125
2008-01-31,18.492857,19.521429,18.485714,135.360001,19.337143,336418600,
2008-02-01,19.462856,19.512857,18.882856,133.75,19.107143,252686000,0.08903318903318903
2008-02-04,19.172857,19.414286,18.774286,131.649994,18.807142,224808500,0.14177489177489178
2008-02-05,18.632856,19.142857,18.414286,129.360001,18.48,285260500,-0.0145959595959596
2008-02-06,18.690001,18.845715,17.395714,122.0,17.428572,393318100,0.0019412878787878757
2008-02-07,17.138571,17.825714,16.752857000000002,121.239998,17.32,520832900,0.08553515450067171
2008-02-08,17.440001000000002,17.957144,17.371429,125.480003,17.925714000000003,338993200,0.1326262626262626
2008-02-11,18.287144,18.568571,18.171429,129.449997,18.492857,300358100,
2008-02-12,18.671429,18.714285,17.66,124.860001,17.837142999999998,306495000,0.20154505582137164
2008-02-13,18.097143,18.540001,17.947144,129.399994,18.485714,242133500,0.1593073593073593
2008-02-14,18.485714,18.685715,18.144285,127.459991,18.20857,238524300,0.05227272727272727
2008-02-15,18.038572,18.154285,17.722857,124.629997,17.804285,225325100,0.06291866028708135
2008-02-19,17.998571,18.107143,17.348572,122.180008,17.454287,251261500,0.12164502164502164
2008-02-20,17.457144,17.799999,17.382856,123.820007,17.688572,241859800,0.09279987373737375
2008-02-21,18.007143,18.067142,17.265715,121.540009,17.362858,234528700,0.07649410774410775
2008-02-22,17.497142999999998,17.501429,16.552856,119.459999,17.065714,382469500,0.16830808080808082
2008-02-25,16.941429,17.167143,16.665714,119.740005,17.105715,314193600,0.02121212121212121
2008-02-26,16.805714000000002,17.298571,16.491428,119.150002,17.021429,376222000,0.18176136363636364
2008-02-27,16.889999,17.578571,16.870001000000002,122.959999,17.565714,368784500,0.2118625277161862
